type,year,make,model,trim,mileage,price
USED,2010,Acura,TL,Base,73936,19388
USED,2012,Acura,MDX,Technology Package,32453,34898
USED,2010,Acura,TL,Base,34302,22000
USED,2009,Acura,TL,SH-AWD,98772,17988
USED,2007,Acura,MDX,Base,65677,22777
USED,2004,Acura,TL,3.2,138197,9991
USED,2003,Acura,MDX,Touring,153399,8998
USED,2012,Acura,MDX,Base,29857,31988
USED,2009,Acura,MDX,Base,64574,23744
USED,2012,Acura,TL,Base,69693,21774
USED,2002,Acura,TL,3.2 Type-S,160217,6844
USED,2012,Acura,TL,Base,54483,20993
USED,2012,Acura,MDX,Base,51365,30988
USED,2012,Acura,TL,Technology Package,42709,25988
USED,2009,Acura,TL,SH-AWD,133239,16988
USED,2012,Acura,MDX,Technology Package,84436,27988
USED,2012,Acura,TL,Technology Package,30027,26988
USED,2003,Acura,TL,3.2 Type-S,121495,10900
USED,2012,Acura,MDX,Technology Package,36631,36500
USED,2009,Acura,TL,Base,120496,15988
USED,2004,Acura,TL,3.2,162292,7972
USED,2013,Acura,TL,Technology Package,9647,28971
USED,2006,Acura,MDX,Base,116537,10492
USED,2012,Acura,TL,Technology Package,17163,26500
USED,2005,Acura,MDX,Touring,80736,13988
USED,2002,Acura,MDX,Base,160525,7999
USED,2009,Acura,MDX,Base,58548,23988
USED,2012,Acura,TL,SH-AWD w/Technology Package,35901,28883
USED,2012,Acura,MDX,Technology Package,20301,32887
USED,2012,Acura,MDX,Technology Package,40353,29888
USED,2012,Acura,MDX,Technology Package,65960,29997
USED,2012,Acura,MDX,Base,38978,34988
USED,2005,Acura,TL,3.2,122680,10991
USED,2005,Acura,TL,3.2,72615,12671
USED,2009,Acura,MDX,Base,65301,23688
USED,2012,Acura,MDX,Base,53075,29788
USED,2008,Acura,TL,Base,54973,18981
USED,2009,Acura,TL,Base,46749,19991
USED,2012,Acura,TL,Base,36617,23991
USED,2008,Acura,MDX,Base,78926,22991
USED,2006,Acura,MDX,Base,138866,9998
USED,2010,Acura,TL,SH-AWD,72222,19981
USED,2006,Acura,MDX,Touring,163855,10881
USED,2011,Acura,MDX,Base,44687,29981
USED,2013,Acura,MDX,Technology and Entertainment Packages,23764,36988
USED,2012,Acura,MDX,Technology Package,38158,34000
USED,2007,Acura,MDX,Base,111643,18980
USED,2006,Acura,TL,Base,82858,13000
USED,2008,Acura,MDX,Base,76587,22980
USED,2009,Acura,MDX,Base,52000,26980
USED,2012,Acura,MDX,Technology Package,39314,32980
USED,2005,Acura,MDX,Touring,100529,10994
USED,2012,Acura,TL,SH-AWD w/Technology Package,69967,24500
USED,2012,Acura,MDX,Base,25033,35000
USED,2007,Acura,MDX,Base,106717,19000
USED,2008,Acura,MDX,Base,86709,22915
USED,2012,Acura,TL,Base,31830,24481
USED,2012,Acura,MDX,Advance Package,30445,33991
USED,2013,Acura,TL,Technology Package,34899,26991
USED,2012,Acura,TL,Technology Package,46673,23991
USED,2012,Acura,TL,Base,29989,22992
USED,2012,Acura,TL,Technology Package,25962,23594
USED,2006,Acura,MDX,Touring,90737,13981
USED,2008,Acura,MDX,Base,108633,17788
USED,2012,Acura,MDX,Technology and Entertainment Packages,54320,31958
USED,2000,Acura,TL,3.2,138668,5998
USED,2012,Acura,MDX,Technology Package,43014,34988
USED,2011,Acura,MDX,Base,67568,25991
USED,2006,Acura,TL,Base,120195,11482
USED,2009,Acura,TL,Base,107918,16788
USED,2003,Acura,TL,3.2,174393,7991
USED,2009,Acura,TL,Base,81545,20800
USED,2007,Acura,MDX,Base,77509,22488
USED,2012,Acura,TL,Technology Package,16406,28981
USED,2011,Acura,TL,Base,44514,24988
USED,2012,Acura,TL,Technology Package,38126,26981
USED,2012,Acura,TL,Technology Package,25960,26998
USED,2013,Acura,TL,Technology Package,12762,28998
USED,2012,Acura,TL,SH-AWD w/Technology Package,68540,23991
USED,2004,Acura,MDX,Touring,98228,11590
USED,2003,Acura,TL,3.2 Type-S,104387,7490
USED,2012,Acura,TL,Base,38719,22900
USED,2009,Acura,MDX,Base,54175,28900
USED,2008,Acura,MDX,Base,50483,25900
USED,2007,Acura,MDX,Base,43644,26995
USED,2007,Acura,MDX,Base,72264,20998
USED,2009,Acura,TL,Base,43517,21998
USED,2012,Acura,TL,Base,44125,22751
USED,2012,Acura,MDX,Technology Package,39457,36975
USED,2012,Acura,TL,Base,18672,25975
USED,2013,Acura,TL,Technology Package,21868,27975
USED,2012,Acura,TL,Technology Package,51512,23557
USED,2012,Acura,TL,Technology Package,28827,24464
USED,2008,Acura,MDX,Base,79404,22995
USED,2008,Acura,MDX,Base,87131,23995
USED,2012,Acura,TL,SH-AWD w/Technology Package,63873,22995
USED,2012,Acura,MDX,Technology Package,49806,32998
USED,2007,Acura,MDX,Base,71107,20988
USED,2007,Acura,TL,Base,61950,16577
USED,2010,Acura,TL,SH-AWD,68113,22488
USED,2012,Acura,TL,Base,15415,25988
USED,2005,Acura,TL,3.2,162266,8000
USED,2012,Acura,MDX,Base,30761,30995
USED,2003,Acura,TL,3.2,111464,7300
USED,2013,Acura,MDX,Base,33708,35000
USED,2005,Acura,MDX,Touring,104336,14888
USED,2001,Acura,MDX,Base,189608,6888
USED,2007,Acura,MDX,Base,99901,18888
USED,2006,Acura,TL,Base,191127,9888
USED,2011,Acura,MDX,Base,43010,29995
USED,2007,Acura,MDX,Base,96475,17490
USED,2010,Acura,MDX,Base,112435,22900
USED,2003,Acura,TL,3.2 Type-S,157698,5991
USED,2006,Acura,MDX,Touring,87522,14981
USED,2008,Acura,TL,Base,58806,18995
USED,2003,Acura,TL,3.2,102536,6988
USED,2007,Acura,MDX,Base,126144,15788
USED,2009,Acura,TL,Base,81274,16286
USED,2002,Acura,MDX,Base,99811,9995
USED,2006,Acura,TL,Base,134985,11500
USED,2008,Acura,MDX,Base,103538,19400
USED,2002,Acura,TL,3.2,96616,8999
USED,2002,Acura,TL,3.2 Type-S,109500,7999
USED,2005,Acura,TL,3.2,86417,13995
USED,2012,Acura,TL,Base,35604,21985
USED,2008,Acura,TL,Base,67394,16985
USED,2006,Acura,TL,Base,173314,8999
USED,2006,Acura,TL,Base,130380,10994
USED,2009,Acura,MDX,Base,55840,24890
USED,2006,Acura,MDX,Touring,107631,14995
USED,2005,Acura,MDX,Touring,168279,9995
USED,2008,Acura,MDX,Base,98997,19695
USED,2004,Acura,MDX,Touring,115000,11795
USED,2001,Acura,MDX,Base,129242,8795
USED,2004,Acura,MDX,Touring,124625,11795
USED,2002,Acura,MDX,Touring,125554,7899
USED,2003,Acura,TL,3.2,113000,6995
USED,2008,Acura,TL,Type-S,80132,19888
USED,2009,Acura,TL,Base,105849,16995
USED,2008,Acura,TL,Base,68619,17995
USED,2005,Acura,MDX,Touring,107795,11995
USED,2012,Acura,TL,Base,29898,23373
USED,2012,Acura,TL,Base,36561,24981
USED,2008,Acura,MDX,Base,66409,23988
USED,2009,Acura,MDX,Base,91160,18500
USED,2004,Acura,MDX,Touring,179720,8950
USED,2002,Acura,MDX,Touring,169036,8950
USED,2005,Acura,TL,3.2,252480,6950
USED,2007,Acura,MDX,Base,101152,19700
USED,2006,Acura,TL,Base,124342,11500
USED,2005,Acura,TL,3.2,121720,11950
USED,2004,Acura,MDX,Base,164737,7950
USED,2006,Acura,TL,Base,101977,11500
USED,2002,Acura,TL,3.2 Type-S,120131,7444
USED,2004,Acura,TL,3.2,107321,11995
USED,2010,Acura,MDX,Base,76947,22892
USED,2012,Acura,TL,SH-AWD w/Technology Package,63271,24492
USED,2012,Acura,TL,Base,32289,22892
USED,2012,Acura,TL,Base,41912,22981
USED,2012,Acura,TL,Base,35956,22792
USED,2012,Acura,TL,Base,30111,22992
USED,2011,Acura,TL,Base,55025,22995
USED,2007,Acura,TL,Base,56440,16999
USED,2007,Acura,MDX,Base,88903,20995
USED,2012,Acura,MDX,Advance and Entertainment Packages,28576,37900
USED,2006,Acura,TL,Base,84727,13500
USED,2008,Acura,TL,Base,86739,16988
USED,2006,Acura,TL,Base,68162,13988
USED,2008,Acura,TL,Base,67838,16880
USED,2007,Acura,MDX,Base,154277,17000
USED,2008,Acura,MDX,Base,75070,23900
USED,2010,Acura,TL,Base,65710,19990
USED,2004,Acura,TL,3.2,87153,11990
USED,2007,Acura,MDX,Base,99006,19990
USED,2012,Acura,MDX,Base,36278,30995
USED,2007,Acura,MDX,Base,83142,19900
USED,2011,Acura,MDX,Base,65300,26999
USED,2006,Acura,TL,Base,109678,11988
USED,2007,Acura,MDX,Base,89315,17888
USED,2004,Acura,TL,3.2,42526,15488
USED,2004,Acura,TL,3.2,101241,9999
USED,2011,Acura,MDX,Base,73535,27393
USED,2010,Acura,MDX,Base,63689,26500
USED,2005,Acura,TL,3.2,74143,13900
USED,2006,Acura,TL,Base,99401,14900
USED,2006,Acura,TL,Base,70420,14760
USED,2013,Acura,TL,Technology Package,15759,29687
USED,2004,Acura,MDX,Touring,89040,12988
USED,2006,Acura,TL,Base,130213,12999
USED,2008,Acura,MDX,Base,113398,19999
USED,2006,Acura,TL,Base,137651,13999
USED,2009,Acura,MDX,Base,80024,21488
USED,2012,Acura,TL,Base,35598,22789
USED,2012,Acura,TL,Base,30787,23989
USED,2009,Acura,MDX,Base,37027,25500
USED,2008,Acura,TL,Base,104281,13991
USED,2007,Acura,MDX,Base,81260,21991
USED,2012,Acura,MDX,Technology Package,35755,34999
USED,2005,Acura,MDX,Touring,173300,8900
USED,2006,Acura,TL,Base,88000,14999
USED,2007,Acura,MDX,Base,104202,19913
USED,2007,Acura,MDX,Base,114302,19962
USED,2007,Acura,MDX,Base,94365,21000
USED,2012,Acura,TL,Base,30456,23999
USED,2012,Acura,TL,Base,54042,22999
USED,2012,Acura,TL,Base,22372,24999
USED,2005,Acura,MDX,Touring,197982,6977
USED,2005,Acura,TL,3.2,105083,12500
USED,2006,Acura,TL,Base,144954,9999
USED,2005,Acura,TL,3.2,134788,10999
USED,2012,Audi,A4,2.0T Avant Premium quattro,36324,29950
USED,2012,Audi,A4,2.0T Premium quattro,21371,30500
USED,2012,Audi,A4,2.0T Premium quattro,24355,30500
USED,2010,Audi,A4,2.0T Premium quattro,67377,18888
USED,2012,Audi,A4,2.0T Premium quattro,34849,30000
USED,2004,Audi,A4,1.8T,128901,6289
USED,2012,Audi,A4,2.0T Premium quattro,20032,24458
USED,2012,Audi,A4,2.0T Avant Premium quattro,32742,29500
USED,2004,Audi,A4,1.8T,94560,8581
USED,2012,Audi,A4,2.0T Premium quattro,38378,22988
USED,2012,Audi,A4,2.0T Premium,55997,24988
USED,2006,Audi,A4,1.8T,67436,10991
USED,2010,Audi,A4,2.0T Premium,53183,17892
USED,2010,Audi,A4,2.0T Avant Premium quattro,65877,21500
USED,2012,Audi,A4,2.0T Premium quattro,31885,26000
USED,2007,Audi,A4,2.0T quattro,106384,11000
USED,2012,Audi,A4,2.0T Premium quattro,44362,27000
USED,2009,Audi,A4,2.0T quattro,59649,17000
USED,2012,Audi,A4,2.0T Premium quattro,7915,31000
USED,2010,Audi,A4,2.0T Premium quattro,53699,22000
USED,2005,Audi,A4,1.8T quattro,88296,12000
USED,2012,Audi,A4,2.0T Premium quattro,40797,28000
USED,2009,Audi,A4,3.2 Premium Plus quattro,109181,16000
USED,2012,Audi,A4,2.0T Avant Premium quattro,35644,34000
USED,2008,Audi,A4,2.0T Avant quattro,78938,14000
USED,2012,Audi,A4,2.0T Premium quattro,53165,24000
USED,2010,Audi,A4,2.0T Premium,54783,19000
USED,2009,Audi,A4,2.0T Premium Avant quattro,40841,21200
USED,2002,Audi,A4,1.8T Avant quattro,113582,7998
USED,2007,Audi,A4,2.0T quattro,82162,10998
USED,2006,Audi,A4,2.0T,90976,8998
USED,2009,Audi,A4,2.0T Premium quattro,118768,12888
USED,2013,Audi,A4,2.0T Premium Plus quattro,54343,27995
USED,2007,Audi,A4,2.0T quattro,81047,13000
USED,2012,Audi,A4,2.0T Premium,31769,25988
USED,2011,Audi,A4,2.0T Premium,76655,21995
USED,2009,Audi,A4,3.2 Premium Plus quattro,39518,24998
USED,2012,Audi,A4,2.0T Premium quattro,57981,26598
USED,2013,Audi,A4,2.0T Premium quattro,26042,26998
USED,2013,Audi,A4,2.0T Premium quattro,13551,31998
USED,2012,Audi,A4,2.0T Premium quattro,28861,30692
USED,2013,Audi,A4,2.0T Premium Plus quattro,32889,31692
USED,2010,Audi,A4,2.0T Premium quattro,53448,21394
USED,2012,Audi,A4,2.0T Avant Premium quattro,35407,34791
USED,2010,Audi,A4,2.0T Avant Premium quattro,74061,21888
USED,2007,Audi,A4,3.2 ,78748,12991
USED,2009,Audi,A4,2.0T Premium Avant quattro,71027,17960
USED,2012,Audi,A4,2.0T Avant Premium quattro,59050,26488
USED,2004,Audi,A4,1.8T quattro,76621,7700
USED,2001,Audi,A4,1.8T quattro,102000,5995
USED,2007,Audi,A4,2.0T,113000,9995
USED,2004,Audi,A4,1.8T quattro,124687,5600
USED,2008,Audi,A4,2.0T quattro,54753,15000
USED,2007,Audi,A4,3.2 ,127357,10995
USED,2002,Audi,A4,1.8T quattro,135905,7250
USED,2011,Audi,A4,2.0T Premium quattro,47060,21995
USED,2005,Audi,A4,1.8T,81931,8588
USED,2004,Audi,A4,1.8T,82155,8588
USED,2006,Audi,A4,2.0T,113963,5995
USED,2007,Audi,A4,2.0T quattro,118051,8999
USED,2007,Audi,A4,2.0T,108341,8999
USED,2005,Audi,A4,1.8T quattro,106116,7999
USED,2001,Audi,A4,1.8T quattro,83338,4300
USED,2012,Audi,A4,2.0T Premium quattro,29393,29995
USED,2012,Audi,A4,2.0T Premium quattro,26587,30995
USED,2009,Audi,A4,2.0T Premium Avant quattro,58127,22800
USED,2011,Audi,A4,2.0T Premium,59543,19000
USED,2007,Audi,A4,2.0T quattro,32554,15995
USED,2008,Audi,A4,2.0T quattro,75972,14788
USED,2007,Audi,A4,2.0T,52325,14788
USED,2007,Audi,A4,2.0T,73805,11988
USED,2011,Audi,A4,2.0T Premium,76570,21488
USED,2008,Audi,A4,2.0T quattro,91963,11999
USED,2009,Audi,A4,2.0T,104339,14000
USED,2006,Audi,A4,2.0T,97880,10795
USED,2012,Audi,A4,2.0T Premium quattro,22375,29995
USED,2011,Audi,A4,2.0T Premium,50630,19995
USED,2007,Audi,A4,2.0T,110678,11988
USED,2009,Audi,A4,3.2 Premium Plus quattro,51608,17919
USED,2007,Audi,A4,2.0T,109372,10999
USED,2012,Audi,A4,2.0T Premium quattro,33010,24988
USED,2012,Audi,A4,2.0T Premium quattro,39770,23998
USED,2004,Audi,A4,1.8T quattro,84796,9995
USED,2007,Audi,A4,2.0T quattro,122888,10888
USED,2002,Audi,A4,3.0 Avant quattro,131337,6988
USED,2007,Audi,A4,2.0T quattro,77815,13988
USED,2002,Audi,A4,1.8T quattro,115802,6995
USED,2006,Audi,A4,2.0T quattro,134468,8995
USED,2011,Audi,A4,2.0T Premium quattro,31003,24995
USED,2013,Audi,A4,2.0T Premium quattro,29982,28995
USED,2013,Audi,A4,2.0T Premium quattro,32340,28995
USED,2006,Audi,A4,2.0T,89702,10995
USED,2006,Audi,A4,2.0T,83567,10900
USED,2012,Audi,A4,2.0T Premium,51605,24995
USED,2011,Audi,A4,2.0T Premium,46967,20995
USED,2012,Audi,A4,2.0T Premium,50085,24999
USED,2012,Audi,A4,2.0T Premium quattro,28638,30500
USED,2009,Audi,A4,2.0T Premium quattro,70291,18500
USED,2012,Audi,A4,2.0T Premium quattro,31214,29500
USED,2012,Audi,A4,2.0T Premium quattro,14534,27500
USED,2012,Audi,A4,2.0T Premium quattro,23163,27500
USED,2012,Audi,A4,2.0T Premium quattro,20547,30000
USED,2012,Audi,A4,2.0T Premium quattro,9968,28000
USED,2012,Audi,A4,2.0T Premium quattro,26466,29500
USED,2012,Audi,A4,2.0T Premium quattro,28937,27000
USED,2012,Audi,A4,2.0T Premium quattro,19753,30500
USED,2012,Audi,A4,2.0T Premium quattro,30814,27000
USED,2012,Audi,A4,2.0T Premium quattro,12345,31500
USED,2012,Audi,A4,2.0T Premium quattro,17711,30400
USED,2012,Audi,A4,2.0T Premium quattro,60382,27500
USED,2008,Audi,A4,2.0T Avant quattro,64500,16900
USED,2012,Audi,A4,2.0T Premium quattro,11019,31500
USED,2012,Audi,A4,2.0T Premium quattro,16263,29500
USED,2002,Audi,A4,1.8T quattro,92798,7988
USED,2005,Audi,A4,1.8T,93971,11995
USED,2011,Audi,A4,2.0T Avant Premium quattro,47975,25900
USED,2007,Audi,A4,2.0T Avant quattro,72710,13850
USED,2009,Audi,A4,3.2 Premium Plus quattro,30891,23750
USED,2005,Audi,A4,2.0T,124947,9999
USED,2004,Audi,A4,1.8T,79625,8995
USED,2008,Audi,A4,2.0T,68467,12999
USED,2006,BMW,3 Series,330i,70831,15650
USED,2011,BMW,3 Series,335i,31319,29950
USED,2013,BMW,3 Series,ActiveHybrid 3,13633,33888
USED,2009,BMW,3 Series,328i,57424,16991
USED,2011,BMW,3 Series,328i,39117,19992
USED,2007,BMW,3 Series,335i,82009,13992
USED,2013,BMW,3 Series,335is,34399,43991
USED,2008,BMW,3 Series,328xi,69082,15995
USED,2013,BMW,3 Series,328i,24467,27992
USED,2011,BMW,3 Series,335i,28500,26495
USED,2012,BMW,3 Series,328i,44788,27991
USED,2011,BMW,3 Series,328i,40300,23493
USED,2011,BMW,3 Series,335i,30551,31994
USED,2009,BMW,3 Series,335i,51563,20991
USED,2012,BMW,3 Series,328i,30736,24995
USED,2009,BMW,3 Series,335i,32850,22881
USED,2006,BMW,3 Series,330i,33090,16991
USED,2011,BMW,3 Series,328i,36247,25991
USED,2013,BMW,3 Series,328i,20840,28991
USED,2013,BMW,3 Series,328i,18733,30991
USED,2011,BMW,3 Series,328i,33452,19994
USED,2012,BMW,3 Series,328i,15582,30991
USED,2009,BMW,3 Series,328i,55277,17991
USED,2011,BMW,3 Series,328i,44261,25885
USED,2012,BMW,3 Series,328i xDrive,25625,35988
USED,2012,BMW,3 Series,328i,27931,29491
USED,2012,BMW,3 Series,328i,23847,31991
USED,2009,BMW,3 Series,335i,46260,24841
USED,2011,BMW,3 Series,328i xDrive,25468,22500
USED,2012,BMW,3 Series,328i,20976,33555
USED,2006,BMW,3 Series,330i,75706,13595
USED,2006,BMW,3 Series,330i,63866,16888
USED,2011,BMW,3 Series,328i,66680,19492
USED,2007,BMW,3 Series,335i,86669,13981
USED,2010,BMW,3 Series,328i,49930,17981
USED,2012,BMW,3 Series,328i xDrive,50487,24644
USED,2010,BMW,3 Series,335i,61916,23744
USED,2009,BMW,3 Series,335i,47222,21774
USED,2002,BMW,3 Series,325Ci,129831,9877
USED,2006,BMW,3 Series,325i,76467,11991
USED,2013,BMW,3 Series,328i xDrive,21385,32500
USED,2004,BMW,3 Series,330xi,130901,7981
USED,2013,BMW,3 Series,328i,21678,30884
USED,2011,BMW,3 Series,328i,71978,18885
USED,2012,BMW,3 Series,328i,35094,29981
USED,2012,BMW,3 Series,328i xDrive,34081,26885
USED,2012,BMW,3 Series,335i,33561,37281
USED,2013,BMW,3 Series,335i,35828,39582
USED,2012,BMW,3 Series,328i,30300,28982
USED,2012,BMW,3 Series,328i,16884,30983
USED,2009,BMW,3 Series,335i,81437,17598
USED,2003,BMW,3 Series,325i,165148,4698
USED,2011,BMW,3 Series,335i,59462,27482
USED,2012,BMW,3 Series,335i,13669,37983
USED,2012,BMW,3 Series,328i,54318,24988
USED,2009,BMW,3 Series,328i,92670,14988
USED,2009,BMW,3 Series,335i,76595,22888
USED,2011,BMW,3 Series,328i,50965,25988
USED,2011,BMW,3 Series,328i,43948,23988
USED,2011,BMW,3 Series,328i,60457,21988
USED,2008,BMW,3 Series,335i,86846,15988
USED,2009,BMW,3 Series,328i xDrive,81308,18988
USED,2011,BMW,3 Series,335i,42501,26988
USED,2011,BMW,3 Series,328i,40578,21888
USED,2011,BMW,3 Series,328i,37888,22988
USED,2011,BMW,3 Series,328i,32663,22988
USED,2011,BMW,3 Series,328i,32247,22588
USED,2011,BMW,3 Series,328i,52506,20971
USED,2007,BMW,3 Series,328i,69854,13992
USED,2011,BMW,3 Series,328i xDrive,42505,21991
USED,2000,BMW,3 Series,323i,125431,4791
USED,2011,BMW,3 Series,328i,43138,19981
USED,2011,BMW,3 Series,335i,57304,31800
USED,2011,BMW,3 Series,335i xDrive,52493,31200
USED,2011,BMW,3 Series,335i,31058,26000
USED,2012,BMW,3 Series,328i,35671,26000
USED,2007,BMW,3 Series,328i,77328,13994
USED,2008,BMW,3 Series,335i,71531,15394
USED,2009,BMW,3 Series,328i,32195,21788
USED,2007,BMW,3 Series,328i,87840,13500
USED,2009,BMW,3 Series,328i,63727,22700
USED,2012,BMW,3 Series,335i,23397,34588
USED,2013,BMW,3 Series,328i,15052,29788
USED,2011,BMW,3 Series,328i,41807,22991
USED,2011,BMW,3 Series,328i,52292,20991
USED,2004,BMW,3 Series,330Ci,114077,9999
USED,2011,BMW,3 Series,328i,40746,24998
USED,2007,BMW,3 Series,335i,81354,14998
USED,2008,BMW,3 Series,328i,69188,17777
USED,2004,BMW,3 Series,330Ci,155074,7498
USED,2006,BMW,3 Series,325i,115703,11999
USED,2001,BMW,3 Series,325Ci,105306,6850
USED,2012,BMW,3 Series,335is,62269,32984
USED,2012,BMW,3 Series,328i,29677,25984
USED,2010,BMW,3 Series,328i,66178,18984
USED,2007,BMW,3 Series,328i,86764,12591
USED,2006,BMW,3 Series,330i,102732,12992
USED,2011,BMW,3 Series,328i xDrive,24031,24881
USED,2012,BMW,3 Series,328i,15494,32988
USED,2011,BMW,3 Series,335i,43903,29888
USED,2011,BMW,3 Series,328i xDrive,56668,21995
USED,2011,BMW,3 Series,328i,24370,20995
USED,2011,BMW,3 Series,335i,29949,28995
USED,2011,BMW,3 Series,328i,56326,20995
USED,2012,BMW,3 Series,328i,47259,25995
USED,2012,BMW,3 Series,328i,53569,30995
USED,2012,BMW,3 Series,328i,29611,35995
USED,2012,BMW,3 Series,328i,9484,37995
USED,2011,BMW,3 Series,335d,36307,29995
USED,2012,BMW,3 Series,328i,33396,33995
USED,2012,BMW,3 Series,335i,29586,35995
USED,2012,BMW,3 Series,328i,48408,27995
USED,2012,BMW,3 Series,335i,58899,31995
USED,2012,BMW,3 Series,328i,9584,32995
USED,2012,BMW,3 Series,328i,63717,30995
USED,2012,BMW,3 Series,335i,47043,32995
USED,2007,BMW,3 Series,328i,107410,11995
USED,2011,BMW,3 Series,328i,45518,23995
USED,2011,BMW,3 Series,335i,39231,27995
USED,2011,BMW,3 Series,328i,57983,21995
USED,2012,BMW,3 Series,328i,27932,31995
USED,2012,BMW,3 Series,328i,20352,31995
USED,2008,BMW,3 Series,335i,80773,16880
USED,2008,BMW,3 Series,328i,40227,18988
USED,2013,BMW,3 Series,328i,47391,25887
